"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
7,370;-0,01;-0,03;0,51
7,380;-0,01;-0,02;0,08
7,390;-0,01;-0,03;-0,28
7,400;-0,01;-0,03;-0,34
7,410;-0,02;-0,03;-0,25
7,420;-0,02;-0,03;-0,16
7,430;-0,02;-0,04;0,01
7,440;-0,02;-0,04;0,44
7,450;-0,02;-0,03;0,96
7,460;-0,02;-0,02;1,00
7,470;-0,02;0,00;0,47
7,480;-0,02;-0,01;-0,02
7,490;-0,02;-0,01;0,15
7,500;-0,02;-0,01;0,71
7,510;-0,02;0,01;0,80
7,520;-0,02;0,02;0,35
7,530;-0,02;0,01;0,13
7,540;-0,02;0,01;0,32
7,550;-0,02;0,02;0,49
