"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1"
22,220;0,38;-0,21
22,230;0,37;-0,30
22,240;0,37;-0,35
22,250;0,37;-0,36
22,260;0,36;-0,28
22,270;0,36;-0,19
22,280;0,36;-0,18
22,290;0,36;-0,22
22,300;0,35;-0,25
22,310;0,35;-0,23
22,320;0,35;-0,21
22,330;0,35;-0,19
22,340;0,35;-0,20
22,350;0,34;-0,23
22,360;0,34;-0,25
22,370;0,34;-0,22
22,380;0,34;-0,19
22,390;0,34;-0,18
22,400;0,33;-0,14
22,410;0,33;-0,08
22,420;0,33;-0,03
22,430;0,33;0,00
22,440;0,33;0,02
22,450;0,33;0,05
22,460;0,33;0,07
22,470;0,33;0,09
22,480;0,33;0,11
22,490;0,34;0,13
22,500;0,34;0,15
22,510;0,34;0,17
22,520;0,34;0,18
22,530;0,34;0,20
22,540;0,34;0,21
22,550;0,35;0,23
22,560;0,35;0,25
22,570;0,35;0,26
22,580;0,35;0,27
22,590;0,36;0,27
22,600;0,36;0,27
22,610;0,36;0,27
22,620;0,37;0,27
22,630;0,37;0,28
22,640;0,37;0,28
22,650;0,37;0,28
22,660;0,38;0,27
22,670;0,38;0,26
22,680;0,38;0,26
22,690;0,38;0,25
22,700;0,39;0,24
22,710;0,39;0,23
22,720;0,39;0,21
22,730;0,39;0,20
22,740;0,40;0,18
22,750;0,40;0,17
22,760;0,40;0,15
22,770;0,40;0,13
22,780;0,40;0,11
22,790;0,40;0,09
22,800;0,40;0,07
22,810;0,40;0,05
22,820;0,40;0,03
22,830;0,40;0,01
22,840;0,40;-0,01
22,850;0,40;-0,03
22,860;0,40;-0,05
22,870;0,40;-0,07
22,880;0,40;-0,09
22,890;0,40;-0,10
22,900;0,40;-0,12
22,910;0,40;-0,14
22,920;0,40;-0,16
22,930;0,40;-0,18
22,940;0,39;-0,19
22,950;0,39;-0,21
22,960;0,39;-0,22
22,970;0,39;-0,23
22,980;0,38;-0,25
22,990;0,38;-0,25
23,000;0,38;-0,26
23,010;0,38;-0,27
23,020;0,37;-0,27
23,030;0,37;-0,28
23,040;0,37;-0,28
23,050;0,37;-0,27
23,060;0,36;-0,27
23,070;0,36;-0,27
23,080;0,36;-0,26
23,090;0,36;-0,26
23,100;0,35;-0,25
23,110;0,35;-0,24
23,120;0,35;-0,22
23,130;0,35;-0,21
23,140;0,34;-0,20
23,150;0,34;-0,19
23,160;0,34;-0,17
23,170;0,34;-0,15
23,180;0,34;-0,13
23,190;0,34;-0,11
23,200;0,33;-0,09
23,210;0,33;-0,07
23,220;0,33;-0,05
23,230;0,33;-0,03
23,240;0,33;-0,01
23,250;0,33;0,01
23,260;0,33;0,04
23,270;0,33;0,10
23,280;0,33;0,15
23,290;0,34;0,17
23,300;0,34;0,16
23,310;0,34;0,15
23,320;0,34;0,17
23,330;0,34;0,20
23,340;0,35;0,26
23,350;0,35;0,31
23,360;0,35;0,26
23,370;0,35;0,17
23,380;0,35;0,15
23,390;0,36;0,20
23,400;0,36;0,25
23,410;0,36;0,26
23,420;0,36;0,27
23,430;0,37;0,27
23,440;0,37;0,27
23,450;0,37;0,27
23,460;0,37;0,32
23,470;0,38;0,37
23,480;0,38;0,38
23,490;0,39;0,26
23,500;0,39;0,11
23,510;0,39;0,07
23,520;0,39;0,12
23,530;0,39;0,17
23,540;0,39;0,15
23,550;0,39;0,13
23,560;0,40;0,13
23,570;0,40;0,14
23,580;0,40;0,13
23,590;0,40;0,12
23,600;0,40;0,11
23,610;0,40;0,09
23,620;0,40;0,07
23,630;0,40;0,05
23,640;0,40;0,03
23,650;0,40;0,01
23,660;0,40;-0,01
23,670;0,40;-0,03
23,680;0,40;-0,05
23,690;0,40;-0,07
23,700;0,40;-0,09
23,710;0,40;-0,11
23,720;0,40;-0,13
23,730;0,40;-0,15
23,740;0,40;-0,16
23,750;0,39;-0,18
23,760;0,39;-0,20
23,770;0,39;-0,21
23,780;0,39;-0,23
23,790;0,39;-0,24
23,800;0,38;-0,25
23,810;0,38;-0,26
23,820;0,38;-0,26
23,830;0,38;-0,26
23,840;0,37;-0,27
23,850;0,37;-0,27
23,860;0,37;-0,27
23,870;0,36;-0,27
23,880;0,36;-0,27
23,890;0,36;-0,26
23,900;0,36;-0,26
23,910;0,35;-0,25
23,920;0,35;-0,24
23,930;0,35;-0,22
23,940;0,35;-0,21
23,950;0,35;-0,20
23,960;0,34;-0,18
23,970;0,34;-0,17
23,980;0,34;-0,16
23,990;0,34;-0,14
24,000;0,34;-0,12
24,010;0,34;-0,10
24,020;0,34;-0,07
24,030;0,33;-0,06
24,040;0,33;-0,04
24,050;0,33;-0,02
24,060;0,33;0,00
24,070;0,33;0,02
24,080;0,33;0,04
24,090;0,33;0,06
24,100;0,34;0,08
24,110;0,34;0,10
24,120;0,34;0,12
24,130;0,34;0,14
24,140;0,34;0,15
24,150;0,34;0,17
24,160;0,34;0,18
24,170;0,35;0,20
24,180;0,35;0,21
24,190;0,35;0,22
24,200;0,35;0,23
24,210;0,35;0,24
24,220;0,36;0,25
24,230;0,36;0,25
24,240;0,36;0,26
24,250;0,36;0,26
24,260;0,37;0,26
24,270;0,37;0,26
24,280;0,37;0,26
24,290;0,38;0,27
24,300;0,38;0,28
24,310;0,38;0,29
24,320;0,38;0,29
24,330;0,39;0,28
24,340;0,39;0,25
24,350;0,39;0,24
24,360;0,39;0,24
24,370;0,40;0,22
24,380;0,40;0,18
24,390;0,40;0,11
24,400;0,40;0,05
24,410;0,40;0,03
24,420;0,40;0,05
24,430;0,40;0,06
24,440;0,40;0,05
24,450;0,40;0,04
24,460;0,40;0,02
24,470;0,40;0,00
24,480;0,40;-0,03
24,490;0,40;-0,05
24,500;0,40;-0,06
24,510;0,40;-0,08
24,520;0,40;-0,10
24,530;0,40;-0,11
24,540;0,40;-0,12
24,550;0,40;-0,10
24,560;0,40;-0,10
24,570;0,40;-0,12
24,580;0,39;-0,12
24,590;0,39;-0,09
24,600;0,39;-0,11
24,610;0,39;-0,25
24,620;0,39;-0,40
24,630;0,38;-0,40
24,640;0,38;-0,35
24,650;0,38;-0,32
24,660;0,37;-0,32
24,670;0,37;-0,30
24,680;0,37;-0,27
24,690;0,36;-0,26
24,700;0,36;-0,26
24,710;0,36;-0,25
24,720;0,36;-0,24
24,730;0,35;-0,23
24,740;0,35;-0,22
24,750;0,35;-0,21
24,760;0,35;-0,20
24,770;0,35;-0,19
24,780;0,34;-0,17
24,790;0,34;-0,15
24,800;0,34;-0,14
24,810;0,34;-0,13
24,820;0,34;-0,11
24,830;0,34;-0,09
24,840;0,34;-0,07
24,850;0,34;-0,05
24,860;0,34;-0,03
24,870;0,34;-0,01
24,880;0,34;0,01
24,890;0,34;0,02
24,900;0,34;0,04
24,910;0,34;0,07
24,920;0,34;0,09
24,930;0,34;0,10
24,940;0,34;0,12
24,950;0,34;0,14
24,960;0,34;0,15
24,970;0,34;0,17
24,980;0,34;0,18
24,990;0,35;0,20
25,000;0,35;0,21
25,010;0,35;0,22
25,020;0,35;0,23
25,030;0,36;0,24
25,040;0,36;0,24
25,050;0,36;0,25
25,060;0,36;0,25
25,070;0,37;0,26
25,080;0,37;0,26
25,090;0,37;0,26
25,100;0,37;0,26
25,110;0,38;0,26
25,120;0,38;0,25
25,130;0,38;0,24
25,140;0,38;0,23
25,150;0,39;0,22
25,160;0,39;0,21
25,170;0,39;0,20
25,180;0,39;0,19
25,190;0,39;0,17
25,200;0,40;0,15
25,210;0,40;0,14
25,220;0,40;0,12
25,230;0,40;0,10
25,240;0,40;0,09
25,250;0,40;0,07
25,260;0,40;0,05
25,270;0,40;0,03
25,280;0,40;0,00
25,290;0,40;-0,01
25,300;0,40;-0,03
25,310;0,40;-0,06
25,320;0,40;-0,07
25,330;0,40;-0,09
25,340;0,40;-0,11
25,350;0,40;-0,13
25,360;0,40;-0,14
25,370;0,39;-0,16
25,380;0,39;-0,17
25,390;0,39;-0,18
25,400;0,39;-0,19
25,410;0,39;-0,19
25,420;0,39;-0,20
25,430;0,38;-0,19
25,440;0,38;-0,20
25,450;0,38;-0,21
25,460;0,38;-0,23
25,470;0,37;-0,24
25,480;0,37;-0,24
25,490;0,37;-0,23
25,500;0,37;-0,22
25,510;0,37;-0,19
25,520;0,36;-0,15
25,530;0,36;-0,15
25,540;0,36;-0,18
25,550;0,36;-0,21
25,560;0,36;-0,21
25,570;0,35;-0,20
25,580;0,35;-0,19
25,590;0,35;-0,18
25,600;0,35;-0,16
25,610;0,35;-0,17
25,620;0,35;-0,21
25,630;0,34;-0,22
25,640;0,34;-0,18
25,650;0,34;-0,13
25,660;0,34;-0,09
25,670;0,34;-0,09
25,680;0,34;-0,09
25,690;0,34;-0,07
25,700;0,34;-0,03
25,710;0,34;0,02
25,720;0,34;0,05
25,730;0,34;0,07
25,740;0,34;0,09
25,750;0,34;0,11
25,760;0,34;0,13
25,770;0,34;0,15
25,780;0,34;0,17
25,790;0,34;0,18
25,800;0,35;0,19
25,810;0,35;0,21
25,820;0,35;0,22
25,830;0,35;0,23
25,840;0,35;0,23
25,850;0,36;0,24
25,860;0,36;0,25
25,870;0,36;0,25
25,880;0,36;0,26
25,890;0,37;0,26
25,900;0,37;0,26
25,910;0,37;0,26
25,920;0,38;0,25
25,930;0,38;0,24
25,940;0,38;0,23
25,950;0,38;0,22
25,960;0,38;0,22
25,970;0,39;0,21
25,980;0,39;0,20
25,990;0,39;0,18
26,000;0,39;0,17
26,010;0,39;0,15
26,020;0,40;0,14
26,030;0,40;0,12
26,040;0,40;0,10
26,050;0,40;0,09
26,060;0,40;0,07
26,070;0,40;0,05
26,080;0,40;0,03
26,090;0,40;0,02
26,100;0,40;0,00
26,110;0,40;-0,02
26,120;0,40;-0,04
26,130;0,40;-0,06
26,140;0,40;-0,08
26,150;0,40;-0,10
26,160;0,40;-0,11
26,170;0,40;-0,13
26,180;0,39;-0,14
26,190;0,39;-0,16
26,200;0,39;-0,17
26,210;0,39;-0,19
26,220;0,39;-0,20
26,230;0,39;-0,21
26,240;0,38;-0,22
26,250;0,38;-0,23
26,260;0,38;-0,23
26,270;0,38;-0,24
26,280;0,37;-0,25
26,290;0,37;-0,25
26,300;0,37;-0,25
26,310;0,37;-0,25
26,320;0,36;-0,25
26,330;0,36;-0,24
26,340;0,36;-0,24
26,350;0,36;-0,23
26,360;0,35;-0,22
26,370;0,35;-0,22
26,380;0,35;-0,21
26,390;0,35;-0,20
26,400;0,35;-0,19
26,410;0,34;-0,17
26,420;0,34;-0,16
26,430;0,34;-0,14
26,440;0,34;-0,12
26,450;0,34;-0,11
26,460;0,34;-0,09
26,470;0,34;-0,07
26,480;0,34;-0,05
26,490;0,34;-0,03
26,500;0,34;-0,01
26,510;0,34;0,01
26,520;0,34;0,02
26,530;0,34;0,04
26,540;0,34;0,06
26,550;0,34;0,08
26,560;0,34;0,10
26,570;0,34;0,13
26,580;0,34;0,18
26,590;0,34;0,22
26,600;0,35;0,23
26,610;0,35;0,22
26,620;0,35;0,22
26,630;0,35;0,28
26,640;0,36;0,33
26,650;0,36;0,33
26,660;0,36;0,29
26,670;0,36;0,24
26,680;0,37;0,24
26,690;0,37;0,22
26,700;0,37;0,20
26,710;0,37;0,20
26,720;0,38;0,24
26,730;0,38;0,29
26,740;0,38;0,30
26,750;0,38;0,32
26,760;0,39;0,34
26,770;0,39;0,26
26,780;0,39;0,08
26,790;0,39;-0,05
26,800;0,39;-0,02
26,810;0,39;0,09
26,820;0,39;0,13
26,830;0,40;0,10
26,840;0,40;0,07
26,850;0,40;0,08
26,860;0,40;0,09
26,870;0,40;0,08
26,880;0,40;0,06
26,890;0,40;0,04
26,900;0,40;0,02
26,910;0,40;0,01
26,920;0,40;-8,68E-4
26,930;0,40;-0,02
26,940;0,40;-0,04
26,950;0,40;-0,06
26,960;0,40;-0,08
26,970;0,40;-0,10
26,980;0,40;-0,11
26,990;0,40;-0,12
27,000;0,39;-0,14
27,010;0,39;-0,16
27,020;0,39;-0,17
27,030;0,39;-0,18
27,040;0,39;-0,20
27,050;0,39;-0,21
27,060;0,38;-0,22
27,070;0,38;-0,23
27,080;0,38;-0,24
27,090;0,38;-0,24
27,100;0,37;-0,25
27,110;0,37;-0,25
27,120;0,37;-0,24
27,130;0,37;-0,24
27,140;0,36;-0,24
27,150;0,36;-0,24
27,160;0,36;-0,23
27,170;0,36;-0,23
27,180;0,35;-0,22
27,190;0,35;-0,21
27,200;0,35;-0,20
27,210;0,35;-0,18
27,220;0,35;-0,17
27,230;0,34;-0,16
27,240;0,34;-0,14
27,250;0,34;-0,12
27,260;0,34;-0,11
27,270;0,34;-0,10
27,280;0,34;-0,08
27,290;0,34;-0,06
27,300;0,34;-0,04
27,310;0,34;-0,02
27,320;0,34;0,00
27,330;0,34;0,02
27,340;0,34;0,04
27,350;0,34;0,05
27,360;0,34;0,07
27,370;0,34;0,09
27,380;0,34;0,11
27,390;0,34;0,12
27,400;0,34;0,14
27,410;0,34;0,15
27,420;0,35;0,17
27,430;0,35;0,18
27,440;0,35;0,19
27,450;0,35;0,20
27,460;0,35;0,21
27,470;0,36;0,22
27,480;0,36;0,23
27,490;0,36;0,23
27,500;0,36;0,23
27,510;0,36;0,23
27,520;0,37;0,24
27,530;0,37;0,24
27,540;0,37;0,24
27,550;0,37;0,24
27,560;0,38;0,23
27,570;0,38;0,23
27,580;0,38;0,22
27,590;0,38;0,21
27,600;0,39;0,23
27,610;0,39;0,23
27,620;0,39;0,21
27,630;0,39;0,19
27,640;0,39;0,17
27,650;0,40;0,16
27,660;0,40;0,14
27,670;0,40;0,13
27,680;0,40;0,13
27,690;0,40;0,12
27,700;0,40;0,08
27,710;0,40;0,03
27,720;0,40;0,00
27,730;0,40;-0,02
27,740;0,40;-0,03
27,750;0,40;-0,05
27,760;0,40;-0,09
27,770;0,40;-0,09
27,780;0,40;-0,08
27,790;0,40;-0,07
27,800;0,40;-0,10
27,810;0,40;-0,13
27,820;0,40;-0,14
27,830;0,39;-0,15
27,840;0,39;-0,11
27,850;0,39;-0,06
27,860;0,39;-0,02
27,870;0,39;-0,07
27,880;0,39;-0,28
27,890;0,39;-0,44
27,900;0,38;-0,46
27,910;0,38;-0,36
27,920;0,37;-0,29
27,930;0,37;-0,30
27,940;0,37;-0,29
27,950;0,36;-0,27
27,960;0,36;-0,24
27,970;0,36;-0,23
27,980;0,36;-0,22
27,990;0,36;-0,21
28,000;0,35;-0,20
28,010;0,35;-0,19
28,020;0,35;-0,18
28,030;0,35;-0,17
28,040;0,35;-0,16
28,050;0,34;-0,14
28,060;0,34;-0,12
28,070;0,34;-0,11
28,080;0,34;-0,10
28,090;0,34;-0,08
28,100;0,34;-0,06
28,110;0,34;-0,05
28,120;0,34;-0,03
28,130;0,34;-0,01
28,140;0,34;0,01
28,150;0,34;0,02
28,160;0,34;0,04
28,170;0,34;0,06
28,180;0,34;0,08
28,190;0,34;0,09
28,200;0,34;0,10
28,210;0,34;0,12
28,220;0,34;0,13
28,230;0,35;0,15
28,240;0,35;0,16
28,250;0,35;0,18
28,260;0,35;0,19
28,270;0,35;0,20
28,280;0,35;0,21
28,290;0,36;0,21
28,300;0,36;0,22
28,310;0,36;0,22
28,320;0,36;0,23
28,330;0,37;0,23
28,340;0,37;0,23
28,350;0,37;0,23
28,360;0,37;0,23
28,370;0,37;0,23
28,380;0,38;0,22
28,390;0,38;0,22
28,400;0,38;0,21
28,410;0,38;0,20
28,420;0,39;0,19
28,430;0,39;0,18
28,440;0,39;0,17
28,450;0,39;0,15
28,460;0,39;0,14
28,470;0,39;0,13
28,480;0,39;0,11
28,490;0,40;0,10
28,500;0,40;0,08
28,510;0,40;0,06
28,520;0,40;0,04
28,530;0,40;0,03
28,540;0,40;0,01
28,550;0,40;-0,01
28,560;0,40;-0,03
28,570;0,40;-0,05
28,580;0,40;-0,06
28,590;0,40;-0,08
28,600;0,40;-0,09
28,610;0,39;-0,11
28,620;0,39;-0,13
28,630;0,39;-0,14
28,640;0,39;-0,16
28,650;0,39;-0,17
28,660;0,39;-0,18
28,670;0,39;-0,19
28,680;0,38;-0,20
28,690;0,38;-0,21
28,700;0,38;-0,21
28,710;0,38;-0,21
28,720;0,38;-0,22
28,730;0,37;-0,22
28,740;0,37;-0,22
28,750;0,37;-0,22
28,760;0,37;-0,21
28,770;0,36;-0,20
28,780;0,36;-0,19
28,790;0,36;-0,19
28,800;0,36;-0,19
28,810;0,36;-0,19
28,820;0,35;-0,18
28,830;0,35;-0,17
28,840;0,35;-0,16
28,850;0,35;-0,15
28,860;0,35;-0,14
28,870;0,35;-0,14
28,880;0,35;-0,13
28,890;0,34;-0,11
28,900;0,34;-0,10
28,910;0,34;-0,08
28,920;0,34;-0,06
28,930;0,34;-0,05
28,940;0,34;-0,05
28,950;0,34;-0,06
28,960;0,34;-0,06
28,970;0,34;-0,02
28,980;0,34;0,03
28,990;0,34;0,06
29,000;0,34;0,08
29,010;0,34;0,10
29,020;0,34;0,12
29,030;0,34;0,13
29,040;0,34;0,14
29,050;0,35;0,16
29,060;0,35;0,17
29,070;0,35;0,18
29,080;0,35;0,19
29,090;0,35;0,20
29,100;0,36;0,21
29,110;0,36;0,22
29,120;0,36;0,23
29,130;0,36;0,23
29,140;0,36;0,23
29,150;0,37;0,24
29,160;0,37;0,23
29,170;0,37;0,23
29,180;0,37;0,23
29,190;0,38;0,22
29,200;0,38;0,22
29,210;0,38;0,21
29,220;0,38;0,21
29,230;0,38;0,19
29,240;0,39;0,18
29,250;0,39;0,16
29,260;0,39;0,15
29,270;0,39;0,14
29,280;0,39;0,12
29,290;0,39;0,11
29,300;0,39;0,10
29,310;0,40;0,08
29,320;0,40;0,06
29,330;0,40;0,05
29,340;0,40;0,03
29,350;0,40;0,01
29,360;0,40;-0,01
29,370;0,40;-0,02
29,380;0,40;-0,04
29,390;0,40;-0,05
29,400;0,40;-0,06
29,410;0,40;-0,08
29,420;0,39;-0,10
29,430;0,39;-0,12
29,440;0,39;-0,13
29,450;0,39;-0,14
29,460;0,39;-0,16
29,470;0,39;-0,17
29,480;0,39;-0,18
29,490;0,38;-0,19
29,500;0,38;-0,20
29,510;0,38;-0,21
29,520;0,38;-0,21
29,530;0,38;-0,22
29,540;0,37;-0,22
29,550;0,37;-0,22
29,560;0,37;-0,22
29,570;0,37;-0,22
29,580;0,36;-0,22
29,590;0,36;-0,22
29,600;0,36;-0,22
29,610;0,36;-0,21
29,620;0,36;-0,20
29,630;0,35;-0,20
29,640;0,35;-0,19
29,650;0,35;-0,18
29,660;0,35;-0,16
29,670;0,35;-0,16
29,680;0,35;-0,14
29,690;0,34;-0,13
29,700;0,34;-0,11
29,710;0,34;-0,10
29,720;0,34;-0,08
29,730;0,34;-0,06
29,740;0,34;-0,05
29,750;0,34;-0,03
29,760;0,34;-0,02
29,770;0,34;0,00
29,780;0,34;0,02
29,790;0,34;0,04
29,800;0,34;0,05
29,810;0,34;0,07
29,820;0,34;0,09
29,830;0,34;0,10
29,840;0,34;0,12
29,850;0,34;0,14
29,860;0,35;0,15
29,870;0,35;0,17
29,880;0,35;0,21
29,890;0,35;0,25
29,900;0,35;0,25
29,910;0,36;0,23
29,920;0,36;0,23
29,930;0,36;0,29
29,940;0,36;0,35
29,950;0,37;0,36
29,960;0,37;0,31
29,970;0,38;0,25
29,980;0,38;0,22
29,990;0,38;0,26
30,000;0,38;0,31
30,010;0,39;0,31
30,020;0,39;0,27
30,030;0,39;0,21
30,040;0,39;0,25
30,050;0,39;0,24
30,060;0,40;0,09
30,070;0,40;-0,11
30,080;0,39;-0,18
30,090;0,39;-0,05
30,100;0,39;0,06
30,110;0,40;0,07
30,120;0,40;0,05
30,130;0,40;0,03
30,140;0,40;0,02
30,150;0,40;0,02
30,160;0,40;0,02
30,170;0,40;0,01
30,180;0,40;0,00
30,190;0,40;-0,02
30,200;0,40;-0,04
30,210;0,40;-0,05
30,220;0,40;-0,07
30,230;0,39;-0,08
30,240;0,39;-0,10
30,250;0,39;-0,11
30,260;0,39;-0,12
30,270;0,39;-0,14
30,280;0,39;-0,15
30,290;0,39;-0,17
30,300;0,39;-0,18
30,310;0,38;-0,19
30,320;0,38;-0,20
30,330;0,38;-0,21
30,340;0,38;-0,21
30,350;0,38;-0,22
30,360;0,37;-0,22
30,370;0,37;-0,22
30,380;0,37;-0,22
30,390;0,37;-0,22
30,400;0,36;-0,22
30,410;0,36;-0,22
30,420;0,36;-0,22
30,430;0,36;-0,21
30,440;0,36;-0,20
30,450;0,35;-0,19
30,460;0,35;-0,18
30,470;0,35;-0,17
30,480;0,35;-0,16
30,490;0,35;-0,15
30,500;0,35;-0,14
30,510;0,34;-0,12
30,520;0,34;-0,10
30,530;0,34;-0,09
30,540;0,34;-0,07
30,550;0,34;-0,06
30,560;0,34;-0,04
30,570;0,34;-0,02
30,580;0,34;-0,01
30,590;0,34;0,01
30,600;0,34;0,03
30,610;0,34;0,04
30,620;0,34;0,06
30,630;0,34;0,08
30,640;0,34;0,09
30,650;0,34;0,11
30,660;0,34;0,12
30,670;0,35;0,14
30,680;0,35;0,15
30,690;0,35;0,16
30,700;0,35;0,17
30,710;0,35;0,18
30,720;0,35;0,19
30,730;0,36;0,20
30,740;0,36;0,21
30,750;0,36;0,21
30,760;0,36;0,21
30,770;0,36;0,22
30,780;0,37;0,22
30,790;0,37;0,21
30,800;0,37;0,21
30,810;0,37;0,22
30,820;0,38;0,21
30,830;0,38;0,20
30,840;0,38;0,20
30,850;0,38;0,19
30,860;0,38;0,18
30,870;0,39;0,18
30,880;0,39;0,17
30,890;0,39;0,15
30,900;0,39;0,14
30,910;0,39;0,13
30,920;0,39;0,12
30,930;0,39;0,10
30,940;0,39;0,11
30,950;0,40;0,12
30,960;0,40;0,10
30,970;0,40;0,06
30,980;0,40;0,03
30,990;0,40;0,03
31,000;0,40;0,03
31,010;0,40;0,03
31,020;0,40;-8,33E-5
31,030;0,40;-0,05
31,040;0,40;-0,09
31,050;0,40;-0,10
31,060;0,40;-0,08
31,070;0,40;-0,05
31,080;0,40;-0,04
31,090;0,40;-0,07
31,100;0,39;-0,08
31,110;0,39;-0,07
31,120;0,39;-0,03
31,130;0,39;-0,03
31,140;0,39;-0,12
31,150;0,39;-0,37
31,160;0,39;-0,57
31,170;0,38;-0,54
31,180;0,37;-0,37
31,190;0,37;-0,24
31,200;0,37;-0,25
31,210;0,37;-0,27
31,220;0,36;-0,26
31,230;0,36;-0,24
31,240;0,36;-0,21
31,250;0,36;-0,20
31,260;0,35;-0,19
31,270;0,35;-0,18
31,280;0,35;-0,17
31,290;0,35;-0,16
31,300;0,35;-0,14
31,310;0,35;-0,13
31,320;0,35;-0,12
31,330;0,34;-0,10
31,340;0,34;-0,09
31,350;0,34;-0,07
31,360;0,34;-0,06
31,370;0,34;-0,04
31,380;0,34;-0,03
31,390;0,34;-0,01
31,400;0,34;0,01
31,410;0,34;0,02
31,420;0,34;0,04
31,430;0,34;0,05
31,440;0,34;0,07
31,450;0,34;0,08
31,460;0,34;0,10
31,470;0,35;0,11
31,480;0,35;0,12
31,490;0,35;0,14
31,500;0,35;0,15
31,510;0,35;0,16
31,520;0,35;0,17
31,530;0,35;0,18
31,540;0,36;0,19
31,550;0,36;0,19
31,560;0,36;0,20
31,570;0,36;0,20
31,580;0,36;0,21
31,590;0,37;0,21
31,600;0,37;0,21
31,610;0,37;0,21
31,620;0,37;0,21
31,630;0,37;0,21
31,640;0,38;0,20
31,650;0,38;0,20
31,660;0,38;0,19
31,670;0,38;0,19
31,680;0,38;0,18
31,690;0,39;0,17
31,700;0,39;0,16
31,710;0,39;0,14
31,720;0,39;0,13
31,730;0,39;0,11
31,740;0,39;0,10
31,750;0,39;0,09
31,760;0,39;0,08
31,770;0,39;0,06
31,780;0,40;0,04
31,790;0,40;0,03
31,800;0,40;0,01
31,810;0,40;-0,01
31,820;0,40;-0,02
31,830;0,40;-0,04
31,840;0,39;-0,05
31,850;0,39;-0,07
31,860;0,39;-0,08
31,870;0,39;-0,10
31,880;0,39;-0,11
31,890;0,39;-0,12
31,900;0,39;-0,14
31,910;0,39;-0,16
31,920;0,39;-0,17
31,930;0,38;-0,17
31,940;0,38;-0,18
31,950;0,38;-0,19
31,960;0,38;-0,20
31,970;0,38;-0,20
31,980;0,37;-0,21
31,990;0,37;-0,21
32,000;0,37;-0,21
32,010;0,37;-0,21
32,020;0,37;-0,21
32,030;0,36;-0,21
32,040;0,36;-0,20
32,050;0,36;-0,20
32,060;0,36;-0,19
32,070;0,36;-0,18
32,080;0,35;-0,17
32,090;0,35;-0,16
32,100;0,35;-0,14
32,110;0,35;-0,13
32,120;0,35;-0,11
32,130;0,35;-0,11
32,140;0,35;-0,10
32,150;0,35;-0,09
32,160;0,34;-0,07
32,170;0,34;-0,05
32,180;0,34;-0,05
32,190;0,34;-0,05
32,200;0,34;-0,05
32,210;0,34;-0,04
32,220;0,34;-0,02
32,230;0,34;0,01
32,240;0,34;0,03
32,250;0,34;0,05
32,260;0,34;0,07
32,270;0,34;0,08
32,280;0,34;0,10
32,290;0,35;0,11
32,300;0,35;0,13
32,310;0,35;0,14
32,320;0,35;0,15
32,330;0,35;0,16
32,340;0,35;0,17
32,350;0,35;0,18
32,360;0,36;0,19
32,370;0,36;0,20
32,380;0,36;0,20
32,390;0,36;0,21
32,400;0,36;0,21
32,410;0,37;0,21
32,420;0,37;0,21
32,430;0,37;0,21
32,440;0,37;0,21
32,450;0,38;0,21
32,460;0,38;0,20
32,470;0,38;0,20
32,480;0,38;0,19
32,490;0,38;0,18
32,500;0,38;0,17
32,510;0,39;0,16
32,520;0,39;0,14
32,530;0,39;0,13
32,540;0,39;0,12
32,550;0,39;0,10
32,560;0,39;0,09
32,570;0,39;0,08
32,580;0,39;0,06
32,590;0,39;0,04
32,600;0,40;0,03
32,610;0,40;0,01
32,620;0,40;-8,90E-4
32,630;0,40;-0,02
32,640;0,40;-0,04
32,650;0,39;-0,05
32,660;0,39;-0,06
32,670;0,39;-0,08
32,680;0,39;-0,09
32,690;0,39;-0,11
32,700;0,39;-0,12
32,710;0,39;-0,13
32,720;0,39;-0,14
32,730;0,39;-0,15
32,740;0,38;-0,16
32,750;0,38;-0,18
32,760;0,38;-0,19
32,770;0,38;-0,19
32,780;0,38;-0,19
32,790;0,38;-0,20
32,800;0,37;-0,20
32,810;0,37;-0,20
32,820;0,37;-0,21
32,830;0,37;-0,21
32,840;0,37;-0,20
32,850;0,36;-0,20
32,860;0,36;-0,20
32,870;0,36;-0,19
32,880;0,36;-0,18
32,890;0,36;-0,18
32,900;0,35;-0,17
32,910;0,35;-0,16
32,920;0,35;-0,15
32,930;0,35;-0,14
32,940;0,35;-0,13
32,950;0,35;-0,12
32,960;0,35;-0,10
32,970;0,34;-0,09
32,980;0,34;-0,08
32,990;0,34;-0,06
33,000;0,34;-0,04
33,010;0,34;-0,03
33,020;0,34;-0,02
33,030;0,34;0,00
33,040;0,34;0,02
33,050;0,34;0,03
33,060;0,34;0,05
33,070;0,34;0,06
33,080;0,34;0,08
33,090;0,34;0,09
33,100;0,35;0,10
33,110;0,35;0,12
33,120;0,35;0,13
33,130;0,35;0,14
33,140;0,35;0,16
33,150;0,35;0,17
33,160;0,35;0,18
33,170;0,36;0,19
33,180;0,36;0,22
33,190;0,36;0,25
33,200;0,36;0,25
33,210;0,37;0,24
33,220;0,37;0,22
33,230;0,37;0,22
33,240;0,37;0,22
33,250;0,37;0,22
33,260;0,38;0,31
33,270;0,38;0,45
33,280;0,39;0,56
33,290;0,39;0,65
33,300;0,40;0,57
33,310;0,41;0,38
33,320;0,41;0,15
33,330;0,41;0,27
33,340;0,41;0,11
33,350;0,42;-0,38
33,360;0,40;-0,67
33,370;0,39;-0,49
